city,ILR,E_AC_MWh,P_AC_nom_MVA
Dublin,1.76,80428.9136503266,50.05
Dublin,1.8,81998.9389952789,50.05
Dublin,1.85,83533.77784437028,50.05
Dublin,1.9,85031.01799594071,50.05
Dublin,1.95,86489.54772412688,50.05
Dublin,1.99,87911.01495847832,50.05
Dublin,2.04,89299.94885363478,50.05
Dublin,2.09,90658.42788441907,50.05
Dublin,2.13,91988.0350523488,50.05
Dublin,2.18,93288.75766627965,50.05
Dublin,2.23,94562.16003043127,50.05
Dublin,2.28,95808.50193724719,50.05
Dublin,2.32,97027.18709777822,50.05
Dublin,2.37,98221.02191952287,50.05
Dublin,2.42,99391.37721638284,50.05
Dublin,2.46,100539.1454135415,50.05
Dublin,2.51,101664.17751025099,50.05
Dublin,2.56,102765.77284325537,50.05
Dublin,2.61,103845.96791378567,50.05
Dublin,2.65,104905.76759479355,50.05
Dublin,2.7,105943.95477182059,50.05
Dublin,2.75,106962.19915073007,50.05
Dublin,2.79,107961.46813180606,50.05
Dublin,2.84,108942.02272428903,50.05
Helsinki,1.0,48533.95801849098,50.05
Helsinki,1.05,50833.23539454133,50.05
Helsinki,1.1,53105.7454464778,50.05
Helsinki,1.14,55289.577951246625,50.05
Helsinki,1.19,57362.25190746386,50.05
Helsinki,1.24,59337.714103519145,50.05
Helsinki,1.28,61233.927731847616,50.05
Helsinki,1.33,63055.246100109805,50.05
Helsinki,1.38,64811.55589996003,50.05
Helsinki,1.43,66501.51563123599,50.05
Helsinki,1.47,68132.68328250818,50.05
Helsinki,1.52,69706.37346736663,50.05
Helsinki,1.57,71221.1178864443,50.05
Helsinki,1.61,72686.0616453065,50.05
Helsinki,1.66,74107.26875043285,50.05
Helsinki,1.71,75486.60002461953,50.05
Helsinki,1.76,76827.41313962608,50.05
Helsinki,1.8,78133.41962616565,50.05
Helsinki,1.85,79402.83511493054,50.05
Helsinki,1.9,80636.85544383014,50.05
Helsinki,1.95,81839.8480882125,50.05
Helsinki,1.99,83012.91945790473,50.05
Helsinki,2.04,84157.95046512653,50.05
Helsinki,2.09,85278.62729665457,50.05
Helsinki,2.13,86375.97627036858,50.05
Helsinki,2.18,87450.49939450221,50.05
Helsinki,2.23,88503.73972486559,50.05
Helsinki,2.28,89537.09755077284,50.05
Helsinki,2.32,90551.60845902136,50.05
Helsinki,2.37,91548.0246855035,50.05
Helsinki,2.42,92526.10073251251,50.05
Helsinki,2.46,93484.61742702268,50.05
Helsinki,2.51,94422.22454225222,50.05
Helsinki,2.56,95341.0306133658,50.05
Helsinki,2.61,96243.07800002862,50.05
Helsinki,2.65,97128.31787296147,50.05
Helsinki,2.7,97997.34255854336,50.05
Helsinki,2.75,98850.49505273734,50.05
Helsinki,2.79,99688.55893639881,50.05
Helsinki,2.84,100511.13711898169,50.05
Lisbon,1.0,78926.2773205949,50.05
Lisbon,1.05,82552.63450472304,50.05
Lisbon,1.1,85957.73344815877,50.05
Lisbon,1.14,89100.46645884232,50.05
Lisbon,1.19,92047.43567952338,50.05
Lisbon,1.24,94834.69502851271,50.05
Lisbon,1.28,97479.2636604516,50.05
Lisbon,1.33,99999.11781920906,50.05
Lisbon,1.38,102408.92377015951,50.05
Lisbon,1.43,104721.20930766704,50.05
Lisbon,1.47,106939.44478530991,50.05
Lisbon,1.52,109069.08464409638,50.05
Lisbon,1.57,111120.19220420832,50.05
Lisbon,1.61,113095.7012287442,50.05
Lisbon,1.66,114996.04820616273,50.05
Lisbon,1.71,116824.44294973912,50.05
Lisbon,1.76,118589.33910944972,50.05
Lisbon,1.8,120293.18201545355,50.05
Lisbon,1.85,121941.36186731934,50.05
Lisbon,1.9,123534.66945346021,50.05
Lisbon,1.95,125071.16489152837,50.05
Lisbon,1.99,126548.90464914708,50.05
Lisbon,2.04,127969.36855938527,50.05
Lisbon,2.09,129336.52420823103,50.05
Lisbon,2.13,130656.23685722626,50.05
Lisbon,2.18,131931.07255980055,50.05
Lisbon,2.23,133163.1676880778,50.05
Lisbon,2.28,134353.58810594736,50.05
Lisbon,2.32,135503.97396564434,50.05
Lisbon,2.37,136616.59574039376,50.05
Lisbon,2.42,137691.93998346123,50.05
Lisbon,2.46,138731.61680874362,50.05
Lisbon,2.51,139739.68144597576,50.05
Lisbon,2.56,140717.3193211452,50.05
Lisbon,2.61,141665.58692543692,50.05
Lisbon,2.65,142586.20191392576,50.05
Lisbon,2.7,143480.37939910725,50.05
Lisbon,2.75,144350.4458134323,50.05
Lisbon,2.79,145196.84018465455,50.05
Lisbon,2.84,146020.46599975353,50.05
Ljubljana,1.0,58517.68654166122,50.05
Ljubljana,1.05,61283.630934099565,50.05
Ljubljana,1.1,64030.801032639254,50.05
Ljubljana,1.14,66714.54337529247,50.05
Ljubljana,1.19,69287.67875017243,50.05
Ljubljana,1.24,71748.37815174703,50.05
Ljubljana,1.28,74092.93171186792,50.05
Ljubljana,1.33,76329.66805200379,50.05
Ljubljana,1.38,78459.8956458795,50.05
Ljubljana,1.43,80484.31350676749,50.05
Ljubljana,1.47,82422.14790643276,50.05
Ljubljana,1.52,84286.97799502006,50.05
Ljubljana,1.57,86085.83011562876,50.05
Ljubljana,1.61,87821.46347893067,50.05
Ljubljana,1.66,89498.1285658366,50.05
Ljubljana,1.71,91122.01246475038,50.05
Ljubljana,1.76,92696.48587560834,50.05
Ljubljana,1.8,94223.56157525622,50.05
Ljubljana,1.85,95709.55750846294,50.05
Ljubljana,1.9,97156.69323021559,50.05
Ljubljana,1.95,98564.6939721528,50.05
Ljubljana,1.99,99934.41497934128,50.05
Ljubljana,2.04,101269.53637184616,50.05
Ljubljana,2.09,102572.26399611036,50.05
Ljubljana,2.13,103844.16548668525,50.05
Ljubljana,2.18,105086.39248855488,50.05
Ljubljana,2.23,106300.02971423458,50.05
Ljubljana,2.28,107485.81114899996,50.05
Ljubljana,2.32,108643.86016336901,50.05
Ljubljana,2.37,109775.03247867178,50.05
Ljubljana,2.42,110879.09711034107,50.05
Ljubljana,2.46,111957.3076379769,50.05
Ljubljana,2.51,113011.20779553338,50.05
Ljubljana,2.56,114041.80833101939,50.05
Ljubljana,2.61,115048.05895235267,50.05
Ljubljana,2.65,116030.85452682622,50.05
Ljubljana,2.7,116992.05255263281,50.05
Ljubljana,2.75,117932.06245284362,50.05
Ljubljana,2.79,118851.60084913745,50.05
Ljubljana,2.84,119751.55651730277,50.05
London,1.0,51243.24483361721,50.05
London,1.05,53635.70054302982,50.05
London,1.1,55982.73699725201,50.05
London,1.14,58267.18301859322,50.05
London,1.19,60493.409827383664,50.05
London,1.24,62663.64799462762,50.05
London,1.28,64773.205031891564,50.05
London,1.33,66825.7926463552,50.05
London,1.38,68824.76616379364,50.05
London,1.43,70768.5918786193,50.05
London,1.47,72661.01664468348,50.05
London,1.52,74503.79147351417,50.05
London,1.57,76300.0707698779,50.05
London,1.61,78051.79289095491,50.05
London,1.66,79760.59780919374,50.05
London,1.71,81428.65137580082,50.05
London,1.76,83055.83463361967,50.05
London,1.8,84644.32793517728,50.05
London,1.85,86194.86401239019,50.05
London,1.9,87706.45272677968,50.05
London,1.95,89178.57509144078,50.05
London,1.99,90612.68627914702,50.05
London,2.04,92011.265581544,50.05
London,2.09,93376.94251728136,50.05
London,2.13,94712.3951173915,50.05
London,2.18,96018.54427770468,50.05
London,2.23,97295.91420490062,50.05
London,2.28,98545.40795506041,50.05
London,2.32,99768.71215118007,50.05
London,2.37,100966.03655869677,50.05
London,2.42,102137.40344734951,50.05
London,2.46,103283.07629391558,50.05
London,2.51,104401.84715888115,50.05
London,2.56,105496.00492960404,50.05
London,2.61,106566.04152450155,50.05
London,2.65,107612.70607713908,50.05
London,2.7,108636.83251030864,50.05
London,2.75,109640.21269334533,50.05
London,2.79,110623.80251643817,50.05
London,2.84,111587.04262987032,50.05
Luxembourg,1.0,53226.97345155762,50.05
Luxembourg,1.05,55720.5440233859,50.05
Luxembourg,1.1,58166.30315877527,50.05
Luxembourg,1.14,60555.84510427297,50.05
Luxembourg,1.19,62878.23376175676,50.05
Luxembourg,1.24,65131.072840855246,50.05
Luxembourg,1.28,67311.30584029776,50.05
Luxembourg,1.33,69414.74866668259,50.05
Luxembourg,1.38,71448.68380739255,50.05
Luxembourg,1.43,73424.78081347843,50.05
Luxembourg,1.47,75345.41069685468,50.05
Luxembourg,1.52,77214.1238119424,50.05
Luxembourg,1.57,79032.21784929391,50.05
Luxembourg,1.61,80803.64312417242,50.05
Luxembourg,1.66,82530.56246236326,50.05
Luxembourg,1.71,84210.52990988291,50.05
Luxembourg,1.76,85845.06113499466,50.05
Luxembourg,1.8,87435.04133486873,50.05
Luxembourg,1.85,88981.84470034525,50.05
Luxembourg,1.9,90486.33988006714,50.05
Luxembourg,1.95,91948.43145667484,50.05
Luxembourg,1.99,93370.48325120172,50.05
Luxembourg,2.04,94754.08075435995,50.05
Luxembourg,2.09,96103.61172788145,50.05
Luxembourg,2.13,97421.93129899052,50.05
Luxembourg,2.18,98710.44831674606,50.05
Luxembourg,2.23,99969.01661999429,50.05
Luxembourg,2.28,101198.33158130484,50.05
Luxembourg,2.32,102401.5411534072,50.05
Luxembourg,2.37,103578.83995056314,50.05
Luxembourg,2.42,104730.27787895288,50.05
Luxembourg,2.46,105856.98490380387,50.05
Luxembourg,2.51,106959.58349918414,50.05
Luxembourg,2.56,108036.07504913046,50.05
Luxembourg,2.61,109088.1576808566,50.05
Luxembourg,2.65,110116.8107804066,50.05
Luxembourg,2.7,111123.15299770454,50.05
Luxembourg,2.75,112108.32347444253,50.05
Luxembourg,2.79,113072.17589360113,50.05
Luxembourg,2.84,114015.36991465418,50.05
Nicosia,1.0,81573.1452183958,50.05
Nicosia,1.05,85417.54709920085,50.05
Nicosia,1.1,89234.67306671325,50.05
Nicosia,1.14,92973.32135385601,50.05
Nicosia,1.19,96502.9168478187,50.05
Nicosia,1.24,99731.64515678621,50.05
Nicosia,1.28,102731.41859760441,50.05
Nicosia,1.33,105545.07814840387,50.05
Nicosia,1.38,108192.21191653653,50.05
Nicosia,1.43,110688.37036227224,50.05
Nicosia,1.47,113054.52000602252,50.05
Nicosia,1.52,115303.98562160444,50.05
Nicosia,1.57,117450.41916861798,50.05
Nicosia,1.61,119498.41816076853,50.05
Nicosia,1.66,121456.88982648317,50.05
Nicosia,1.71,123330.67176899101,50.05
Nicosia,1.76,125121.2163855868,50.05
Nicosia,1.8,126832.06060344304,50.05
Nicosia,1.85,128462.76975957683,50.05
Nicosia,1.9,130015.7768840639,50.05
Nicosia,1.95,131495.28471415016,50.05
Nicosia,1.99,132909.58957463485,50.05
Nicosia,2.04,134264.91718871627,50.05
Nicosia,2.09,135565.6805276553,50.05
Nicosia,2.13,136815.07622034813,50.05
Nicosia,2.18,138015.81103423034,50.05
Nicosia,2.23,139172.65303416943,50.05
Nicosia,2.28,140288.8703111835,50.05
Nicosia,2.32,141366.632384986,50.05
Nicosia,2.37,142407.25292057902,50.05
Nicosia,2.42,143412.91153078183,50.05
Nicosia,2.46,144385.19585360694,50.05
Nicosia,2.51,145325.7267846394,50.05
Nicosia,2.56,146236.82953634224,50.05
Nicosia,2.61,147120.42635186354,50.05
Nicosia,2.65,147978.9604697831,50.05
Nicosia,2.7,148813.4267572767,50.05
Nicosia,2.75,149624.82022066906,50.05
Nicosia,2.79,150414.6391666459,50.05
Nicosia,2.84,151183.76625041763,50.05
Paris,1.0,56465.03983226828,50.05
Paris,1.05,59024.10477826311,50.05
Paris,1.1,61499.90115663487,50.05
Paris,1.14,63889.67114193136,50.05
Paris,1.19,66205.3989003767,50.05
Paris,1.24,68451.4115257529,50.05
Paris,1.28,70635.8339072335,50.05
Paris,1.33,72760.59146408776,50.05
Paris,1.38,74828.47860775891,50.05
Paris,1.43,76836.97584526647,50.05
Paris,1.47,78788.29305655338,50.05
Paris,1.52,80687.7094856457,50.05
Paris,1.57,82534.71627999369,50.05
Paris,1.61,84325.79026810991,50.05
Paris,1.66,86058.46211551463,50.05
Paris,1.71,87737.22114271346,50.05
Paris,1.76,89365.50816538611,50.05
Paris,1.8,90946.51418451067,50.05
Paris,1.85,92485.07888067457,50.05
Paris,1.9,93983.47506392175,50.05
Paris,1.95,95445.84653245851,50.05
Paris,1.99,96873.77892909138,50.05
Paris,2.04,98268.70231644974,50.05
Paris,2.09,99631.01644712764,50.05
Paris,2.13,100961.9889212337,50.05
Paris,2.18,102260.69695070082,50.05
Paris,2.23,103529.24355163876,50.05
Paris,2.28,104768.34777028479,50.05
Paris,2.32,105977.28131984254,50.05
Paris,2.37,107158.12561802483,50.05
Paris,2.42,108313.59615729487,50.05
Paris,2.46,109444.79419554518,50.05
Paris,2.51,110551.1739777205,50.05
Paris,2.56,111633.07898366248,50.05
Paris,2.61,112691.70616230898,50.05
Paris,2.65,113728.97149510024,50.05
Paris,2.7,114745.0853238684,50.05
Paris,2.75,115740.23731431356,50.05
Paris,2.79,116715.51733139622,50.05
Paris,2.84,117671.5295973775,50.05
Prague,1.0,54683.03416009403,50.05
Prague,1.05,57270.718969593036,50.05
Prague,1.1,59838.24450902696,50.05
Prague,1.14,62353.37112971472,50.05
Prague,1.19,64808.0901329472,50.05
Prague,1.24,67190.99960004252,50.05
Prague,1.28,69495.55174956826,50.05
Prague,1.33,71724.77860205573,50.05
Prague,1.38,73875.47226495885,50.05
Prague,1.43,75956.61912729805,50.05
Prague,1.47,77970.08332659694,50.05
Prague,1.52,79925.57956465865,50.05
Prague,1.57,81822.00408828653,50.05
Prague,1.61,83659.06138037032,50.05
Prague,1.66,85436.45269397576,50.05
Prague,1.71,87155.75954073356,50.05
Prague,1.76,88818.94222992669,50.05
Prague,1.8,90432.10694606931,50.05
Prague,1.85,92001.09324258861,50.05
Prague,1.9,93527.63308296724,50.05
Prague,1.95,95014.9797431839,50.05
Prague,1.99,96465.64679894867,50.05
Prague,2.04,97880.28000354888,50.05
Prague,2.09,99261.52328869949,50.05
Prague,2.13,100609.41980680004,50.05
Prague,2.18,101924.76698228583,50.05
Prague,2.23,103209.35193181656,50.05
Prague,2.28,104462.29769837676,50.05
Prague,2.32,105683.46038263572,50.05
Prague,2.37,106873.88731378433,50.05
Prague,2.42,108036.00107333553,50.05
Prague,2.46,109171.60311552494,50.05
Prague,2.51,110281.92760022222,50.05
Prague,2.56,111367.954679723,50.05
Prague,2.61,112429.01357957527,50.05
Prague,2.65,113465.33057957455,50.05
Prague,2.7,114477.39945382878,50.05
Prague,2.75,115466.79742169296,50.05
Prague,2.79,116434.91670562593,50.05
Prague,2.84,117381.8587235566,50.05
Riga,1.0,49033.639061742484,50.05
Riga,1.05,51348.89665199505,50.05
Riga,1.1,53645.485661776765,50.05
Riga,1.14,55888.07647934181,50.05
Riga,1.19,58058.58647464133,50.05
Riga,1.24,60164.52441293568,50.05
Riga,1.28,62208.37822169127,50.05
Riga,1.33,64186.932553075436,50.05
Riga,1.38,66102.2213018364,50.05
Riga,1.43,67956.14757693713,50.05
Riga,1.47,69755.19970148956,50.05
Riga,1.52,71492.9127313092,50.05
Riga,1.57,73167.66607164004,50.05
Riga,1.61,74789.70727706053,50.05
Riga,1.66,76360.05074184244,50.05
Riga,1.71,77881.69538266747,50.05
Riga,1.76,79358.62820938895,50.05
Riga,1.8,80791.73111662365,50.05
Riga,1.85,82182.82511411117,50.05
Riga,1.9,83535.1767510328,50.05
Riga,1.95,84851.92373293909,50.05
Riga,1.99,86134.45412876211,50.05
Riga,2.04,87385.80963204392,50.05
Riga,2.09,88603.86651245055,50.05
Riga,2.13,89789.81280826314,50.05
Riga,2.18,90945.8296143352,50.05
Riga,2.23,92073.32023338469,50.05
Riga,2.28,93175.6541741791,50.05
Riga,2.32,94253.77436238491,50.05
Riga,2.37,95306.20300057247,50.05
Riga,2.42,96335.0006325539,50.05
Riga,2.46,97341.24967259349,50.05
Riga,2.51,98325.13412200597,50.05
Riga,2.56,99286.93972087669,50.05
Riga,2.61,100228.9746810737,50.05
Riga,2.65,101152.31033653762,50.05
Riga,2.7,102057.64552781527,50.05
Riga,2.75,102946.2974389362,50.05
Riga,2.79,103818.94273276586,50.05
Riga,2.84,104676.2358891656,50.05
Rome,1.0,75143.92798041423,50.05
Rome,1.05,78656.49109012954,50.05
Rome,1.1,82066.2415847823,50.05
Rome,1.14,85316.44168329333,50.05
Rome,1.19,88364.83626193799,50.05
Rome,1.24,91240.23325690828,50.05
Rome,1.28,93961.2902416675,50.05
Rome,1.33,96550.26475335115,50.05
Rome,1.38,99020.75014980878,50.05
Rome,1.43,101389.41440207491,50.05
Rome,1.47,103666.79692072888,50.05
Rome,1.52,105857.40049931091,50.05
Rome,1.57,107960.19762661013,50.05
Rome,1.61,109982.58682867698,50.05
Rome,1.66,111931.37302234993,50.05
Rome,1.71,113806.82471234075,50.05
Rome,1.76,115607.58625856432,50.05
Rome,1.8,117340.34558155104,50.05
Rome,1.85,119006.04855752156,50.05
Rome,1.9,120609.0848263044,50.05
Rome,1.95,122153.7299603067,50.05
Rome,1.99,123643.03799714893,50.05
Rome,2.04,125079.62165672934,50.05
Rome,2.09,126468.84061672306,50.05
Rome,2.13,127811.17506726348,50.05
Rome,2.18,129106.08590133708,50.05
Rome,2.23,130349.98613429298,50.05
Rome,2.28,131546.5448685267,50.05
Rome,2.32,132701.6694381686,50.05
Rome,2.37,133818.36481140123,50.05
Rome,2.42,134897.06511319,50.05
Rome,2.46,135941.10664885715,50.05
Rome,2.51,136953.11109281593,50.05
Rome,2.56,137934.61944732067,50.05
Rome,2.61,138886.5127283718,50.05
Rome,2.65,139810.555465649,50.05
Rome,2.7,140708.49192788213,50.05
Rome,2.75,141582.2944572729,50.05
Rome,2.79,142432.29459271865,50.05
Rome,2.84,143259.28616626462,50.05
Sofia,1.0,65563.73788558946,50.05
Sofia,1.05,68659.83353655448,50.05
Sofia,1.1,71749.74949464345,50.05
Sofia,1.14,74806.16181972667,50.05
Sofia,1.19,77760.41204962552,50.05
Sofia,1.24,80556.19126585827,50.05
Sofia,1.28,83214.6991926628,50.05
Sofia,1.33,85745.91415218449,50.05
Sofia,1.38,88162.4912147758,50.05
Sofia,1.43,90472.6329681256,50.05
Sofia,1.47,92687.23333999593,50.05
Sofia,1.52,94807.28843227982,50.05
Sofia,1.57,96837.03015669764,50.05
Sofia,1.61,98778.8594856803,50.05
Sofia,1.66,100640.74901128733,50.05
Sofia,1.71,102434.64644433957,50.05
Sofia,1.76,104168.78643095748,50.05
Sofia,1.8,105840.89408929508,50.05
Sofia,1.85,107453.05575337974,50.05
Sofia,1.9,109008.5710994908,50.05
Sofia,1.95,110511.51364120953,50.05
Sofia,1.99,111967.13447036101,50.05
Sofia,2.04,113378.94261626875,50.05
Sofia,2.09,114747.78450394394,50.05
Sofia,2.13,116074.73983945571,50.05
Sofia,2.18,117362.31009694398,50.05
Sofia,2.23,118611.74642971663,50.05
Sofia,2.28,119823.91665287838,50.05
Sofia,2.32,121001.42977765111,50.05
Sofia,2.37,122145.04228869536,50.05
Sofia,2.42,123255.61080346347,50.05
Sofia,2.46,124335.99496900555,50.05
Sofia,2.51,125387.72986296723,50.05
Sofia,2.56,126412.63122297279,50.05
Sofia,2.61,127411.27216665274,50.05
Sofia,2.65,128385.43893631992,50.05
Sofia,2.7,129335.84887029543,50.05
Sofia,2.75,130262.85858245629,50.05
Sofia,2.79,131167.86704837964,50.05
Sofia,2.84,132051.51377803177,50.05
Stockholm,1.0,49457.42298927352,50.05
Stockholm,1.05,51799.138531254066,50.05
Stockholm,1.1,54101.45064505223,50.05
Stockholm,1.14,56320.18713546902,50.05
Stockholm,1.19,58446.59556079611,50.05
Stockholm,1.24,60496.89652798196,50.05
Stockholm,1.28,62480.98422178541,50.05
Stockholm,1.33,64404.53607883642,50.05
Stockholm,1.38,66272.36414886212,50.05
Stockholm,1.43,68086.92931833075,50.05
Stockholm,1.47,69842.69520723844,50.05
Stockholm,1.52,71542.40087486876,50.05
Stockholm,1.57,73190.63325955902,50.05
Stockholm,1.61,74788.21657812854,50.05
Stockholm,1.66,76335.7610493266,50.05
Stockholm,1.71,77832.70234930696,50.05
Stockholm,1.76,79285.53103926654,50.05
Stockholm,1.8,80697.4314966119,50.05
Stockholm,1.85,82071.65533516367,50.05
Stockholm,1.9,83409.23259392328,50.05
Stockholm,1.95,84710.99626316279,50.05
Stockholm,1.99,85979.62921621605,50.05
Stockholm,2.04,87218.67822923888,50.05
Stockholm,2.09,88429.74585827782,50.05
Stockholm,2.13,89613.36296371366,50.05
Stockholm,2.18,90771.70680456785,50.05
Stockholm,2.23,91906.84146504097,50.05
Stockholm,2.28,93020.30068846357,50.05
Stockholm,2.32,94112.49856880213,50.05
Stockholm,2.37,95183.23853574855,50.05
Stockholm,2.42,96233.17856596458,50.05
Stockholm,2.46,97262.52827914731,50.05
Stockholm,2.51,98271.89712359845,50.05
Stockholm,2.56,99262.45190513715,50.05
Stockholm,2.61,100235.3144740357,50.05
Stockholm,2.65,101190.91532133128,50.05
Stockholm,2.7,102129.73152819491,50.05
Stockholm,2.75,103051.67320763151,50.05
Stockholm,2.79,103957.31205718276,50.05
Stockholm,2.84,104846.00642890234,50.05
Tallinn,1.0,47502.297630253575,50.05
Tallinn,1.05,49738.68859163356,50.05
Tallinn,1.1,51927.73870702083,50.05
Tallinn,1.14,54043.89783071998,50.05
Tallinn,1.19,56085.532118209754,50.05
Tallinn,1.24,58058.721396676505,50.05
Tallinn,1.28,59977.664655421395,50.05
Tallinn,1.33,61845.255831227136,50.05
Tallinn,1.38,63659.334324434065,50.05
Tallinn,1.43,65424.059561538976,50.05
Tallinn,1.47,67139.55050049236,50.05
Tallinn,1.52,68806.86238727681,50.05
Tallinn,1.57,70428.0853496476,50.05
Tallinn,1.61,72004.5197260275,50.05
Tallinn,1.66,73537.89116986575,50.05
Tallinn,1.71,75028.58168050242,50.05
Tallinn,1.76,76477.20090363522,50.05
Tallinn,1.8,77886.56238460986,50.05
Tallinn,1.85,79257.0565044226,50.05
Tallinn,1.9,80591.83671784707,50.05
Tallinn,1.95,81891.27231403923,50.05
Tallinn,1.99,83156.40020271335,50.05
Tallinn,2.04,84389.04988100815,50.05
Tallinn,2.09,85592.49184312814,50.05
Tallinn,2.13,86769.27025979721,50.05
Tallinn,2.18,87922.72474897005,50.05
Tallinn,2.23,89053.16976571915,50.05
Tallinn,2.28,90158.31997348944,50.05
Tallinn,2.32,91238.03414647092,50.05
Tallinn,2.37,92294.6624347119,50.05
Tallinn,2.42,93328.81560397496,50.05
Tallinn,2.46,94340.7104357279,50.05
Tallinn,2.51,95331.48408673772,50.05
Tallinn,2.56,96302.32014309982,50.05
Tallinn,2.61,97253.84345084759,50.05
Tallinn,2.65,98187.13419714764,50.05
Tallinn,2.7,99102.04489532342,50.05
Tallinn,2.75,99999.80462707939,50.05
Tallinn,2.79,100880.65577676329,50.05
Tallinn,2.84,101745.41187916188,50.05
Valletta,1.0,84240.88356958229,50.05
Valletta,1.05,88141.06890267348,50.05
Valletta,1.1,91908.16311303483,50.05
Valletta,1.14,95430.94897361132,50.05
Valletta,1.19,98704.62980229092,50.05
Valletta,1.24,101768.36566249882,50.05
Valletta,1.28,104638.9946896822,50.05
Valletta,1.33,107354.52448667529,50.05
Valletta,1.38,109931.99650071854,50.05
Valletta,1.43,112388.86739483404,50.05
Valletta,1.47,114735.56535590198,50.05
Valletta,1.52,116977.4091161524,50.05
Valletta,1.57,119120.28352574956,50.05
Valletta,1.61,121165.97879183991,50.05
Valletta,1.66,123121.68184978802,50.05
Valletta,1.71,124992.20982501781,50.05
Valletta,1.76,126776.82202017836,50.05
Valletta,1.8,128479.08182857922,50.05
Valletta,1.85,130107.4331684492,50.05
Valletta,1.9,131659.4722163655,50.05
Valletta,1.95,133140.6028871254,50.05
Valletta,1.99,134558.38901600303,50.05
Valletta,2.04,135917.2042383388,50.05
Valletta,2.09,137220.58531358262,50.05
Valletta,2.13,138472.89905108835,50.05
Valletta,2.18,139677.14589918542,50.05
Valletta,2.23,140837.5344539161,50.05
Valletta,2.28,141958.1900084654,50.05
Valletta,2.32,143039.46564795155,50.05
Valletta,2.37,144083.71905515823,50.05
Valletta,2.42,145094.01856749508,50.05
Valletta,2.46,146072.99783212953,50.05
Valletta,2.51,147021.67047388546,50.05
Valletta,2.56,147941.78163062411,50.05
Valletta,2.61,148834.38669016497,50.05
Valletta,2.65,149700.58746777335,50.05
Valletta,2.7,150541.2338223312,50.05
Valletta,2.75,151357.23247945623,50.05
Valletta,2.79,152149.62219027392,50.05
Valletta,2.84,152920.03557067813,50.05
Vienna,1.0,58794.48453056142,50.05
Vienna,1.05,61574.517756949695,50.05
Vienna,1.1,64332.41807457868,50.05
Vienna,1.14,67038.05440940267,50.05
Vienna,1.19,69667.38535817327,50.05
Vienna,1.24,72201.26637876638,50.05
Vienna,1.28,74633.63704159993,50.05
Vienna,1.33,76963.77393760924,50.05
Vienna,1.38,79194.2564269227,50.05
Vienna,1.43,81331.49214646897,50.05
Vienna,1.47,83387.14888093313,50.05
Vienna,1.52,85361.88598875275,50.05
Vienna,1.57,87259.8970509013,50.05
Vienna,1.61,89089.8498281797,50.05
Vienna,1.66,90856.19013469556,50.05
Vienna,1.71,92566.14268492647,50.05
Vienna,1.76,94221.78503562983,50.05
Vienna,1.8,95825.83796144873,50.05
Vienna,1.85,97383.05114216675,50.05
Vienna,1.9,98895.20130376711,50.05
Vienna,1.95,100364.41342272828,50.05
Vienna,1.99,101793.85338627531,50.05
Vienna,2.04,103184.88783199315,50.05
Vienna,2.09,104538.39669049816,50.05
Vienna,2.13,105858.34463530175,50.05
Vienna,2.18,107145.70092179113,50.05
Vienna,2.23,108399.75640324657,50.05
Vienna,2.28,109622.769619479,50.05
Vienna,2.32,110817.16717084628,50.05
Vienna,2.37,111981.16526781101,50.05
Vienna,2.42,113116.51426989133,50.05
Vienna,2.46,114224.69776459414,50.05
Vienna,2.51,115307.36045484015,50.05
Vienna,2.56,116366.29153042725,50.05
Vienna,2.61,117402.42210957209,50.05
Vienna,2.65,118415.37145251199,50.05
Vienna,2.7,119406.92730994613,50.05
Vienna,2.75,120377.46702678925,50.05
Vienna,2.79,121327.80532011708,50.05
Vienna,2.84,122258.07454829031,50.05
Vilnius,1.0,48935.81066602825,50.05
Vilnius,1.05,51253.971630195905,50.05
Vilnius,1.1,53564.777087768125,50.05
Vilnius,1.14,55855.88467181744,50.05
Vilnius,1.19,58090.66804995147,50.05
Vilnius,1.24,60253.81021343791,50.05
Vilnius,1.28,62353.88836082627,50.05
Vilnius,1.33,64392.41898413358,50.05
Vilnius,1.38,66368.85880712004,50.05
Vilnius,1.43,68276.96989445327,50.05
Vilnius,1.47,70112.02480883154,50.05
Vilnius,1.52,71880.50273444454,50.05
Vilnius,1.57,73587.28249679063,50.05
Vilnius,1.61,75234.19008775146,50.05
Vilnius,1.66,76823.05156385664,50.05
Vilnius,1.71,78361.76918637301,50.05
Vilnius,1.76,79853.68185900612,50.05
Vilnius,1.8,81301.04118411499,50.05
Vilnius,1.85,82705.65128610465,50.05
Vilnius,1.9,84068.98836683131,50.05
Vilnius,1.95,85395.59010158395,50.05
Vilnius,1.99,86687.53388432393,50.05
Vilnius,2.04,87944.61658217086,50.05
Vilnius,2.09,89168.52764969178,50.05
Vilnius,2.13,90361.19094898824,50.05
Vilnius,2.18,91524.02400596175,50.05
Vilnius,2.23,92659.25956082913,50.05
Vilnius,2.28,93768.42323504158,50.05
Vilnius,2.32,94852.36453999096,50.05
Vilnius,2.37,95911.40748254646,50.05
Vilnius,2.42,96947.1911220722,50.05
Vilnius,2.46,97961.95689252159,50.05
Vilnius,2.51,98957.94892538988,50.05
Vilnius,2.56,99935.86803250565,50.05
Vilnius,2.61,100895.05812056127,50.05
Vilnius,2.65,101835.47128554576,50.05
